id_a,text_a,matched_id_b,confidence,cost,reasoning,predicted
26861,sirius st4-tk1 starmate 4 radio with car kit - st4tk1 sirius st4-tk1 starmate 4 radio with car kit -...,,0.0,0.00019304999999999998,"None of the candidate records match the query record. The query specifically refers to the ""Sirius Starmate 4"" model, while the candidates include different models such as the ""Sirius Sportster 5,"" ""S",False
26891,garmin 010-10723-03 nuvi suction cup mount - 0101072303 garmin 010-10723-03 nuvi suction cup mount -...,202870174,1.0,0.0001383,"Candidate record [2] directly matches the query record in terms of the product name and model number (garmin 010-10723-03 nuvi suction cup mount). The description also aligns with the query, confirmin",True
26929,monster ps3 cv/fo-10 playstation 3 gamelink component video and fiber optic digital audio av kit - p...,203651765,0.9,0.00025335,"The candidate record [1] describes a ""monster cable gamelink component video and fiber optic digital audio cable for playstation 3"" which closely matches the query record's description of a ""monster p",True
26930,monster ps3 hdmi-2m playstation 3 gamelink hdmi digital video/audio cable - ps3hdmi2m monster ps3 hd...,203920144,1.0,0.00022305,"Candidate record [2] describes a ""monster cable gamelink hdmi digital video/audio cable for playstation 3"" with a length of 6.56ft, which matches the core product identity of the query record that ref",True
27091,lg tromm wm2688hnm 4.2 cu. ft. navy blue front load allergiene steamwasher - wm2688hnbl lg tromm wm2...,,0.0,0.00013935,"None of the candidate records match the query record, as they refer to different types of appliances (refrigerators, dishwashers, dryers) and do not share the same model number or core product identit",False
27103,lg wdp3n 14' tall navy blue pedestal with drawer - wdp3bl lg wdp3n 14' tall navy blue pedestal with ...,203379249,0.9,0.00018015,"Candidate record 5 describes the ""lg electronics wdp3 laundry pedestal with drawer"" which matches the query record's description of the ""lg wdp3n 14' tall navy blue pedestal with drawer."" The model nu",True
27137,nikon en-el9 black rechargeable li-ion battery - enel9 nikon en-el9 black rechargeable li-ion batter...,204049780,0.9,0.00020009999999999998,"The candidate record [2] describes a ""nikon en-el9 lithium ion digital camera battery pack,"" which directly matches the model number ""en-el9"" from the query record. Both records refer to the same batt",True
27182,logitech harmony rf wireless extender - rfext logitech harmony rf wireless extender - rfext/ range u...,206481908,1.0,0.00012764999999999999,"The candidate record ""logitech harmony rf extender - 915-000044"" directly matches the core product identity of the query record, which is also about a ""logitech harmony rf wireless extender."" The mode",True
27186,weber stainless steel summit s-650 liquid propane grill - 1780001 weber stainless steel summit s-650...,208464825,0.9,0.00016935,"The candidate record describes the ""weber summit e-620 copper lp gas grill,"" which is part of the Weber Summit series. While it is not the exact model (S-650) mentioned in the query, it shares the sam",True
27188,weber stainless steel genesis s-310 liquid propane grill - 3770001 weber stainless steel genesis s-3...,204292472,0.9,0.00015599999999999997,"Candidate record 12 refers to the ""weber genesis series 3770001 60' freestanding gas grill,"" which matches the model number and brand of the query record. The description indicates it is part of the G",True
27194,weber stainless steel genesis s320 lp grill - 3780001 weber 3780001 stainless steel genesis s-320 li...,204318283,1.0,0.000162,"The candidate record explicitly mentions ""weber genesis s-320 3780001 60' freestanding gas grill,"" which directly matches the query record's model number (3780001) and product name (weber stainless st",True
27197,weber stainless steel genesis s320 natural gas grill - 3880001 weber stainless steel genesis s-320 n...,204318288,1.0,0.00016125,"The candidate record [2] describes the same model (Weber Genesis S-320) and includes the model number (3880001) as well as key specifications that match the query record, such as the number of burners",True
27248,belkin f3h982-10 pro series high integrity 10 feet monitor cable - f3h98210 belkin f3h982-10 pro ser...,10246269,0.9,0.00020805,"The candidate record [1] describes a ""belkin pro series high integrity vga/svga monitor extension cable - f3h982-10"" which matches the query record's model number ""f3h982-10"" and the product type (mon",True
27364,kenwood kca-ip200 black ipod direct cable - kcaip200 kenwood kca-ip200 black ipod direct cable - kca...,204791586,0.9,0.00018734999999999997,"Candidate record [3] describes the ""kenwood ipod direct cable - kcaip200,"" which matches the model number and product type specified in the query record. The descriptions differ slightly, but they ref",True
27391,kenwood kca-ip300v ipod video direct cable - kcaip300v kenwood kca-ip300v ipod video direct cable - ...,,0.0,0.00018285,"None of the candidate records match the query record, as they refer to different products. The query specifically mentions the Kenwood KCA-IP300V iPod video direct cable, while the candidates either r",False
27407,sony scph-98046 playstation 3 blu-ray dvd remote control - 711719804604 sony scph-98046 playstation ...,,0.0,0.0002832,"None of the candidate records refer to the PlayStation 3 or its accessories. The query record specifically mentions a ""PlayStation 3 Blu-ray DVD remote control,"" while all candidate records are relate",False
27479,tripp-lite pv375 powerverter 375-watt ultra-compact inverter - pv375 tripp-lite pv375 powerverter 37...,10351869,0.9,0.00024524999999999997,"The candidate record [1] describes the same product as the query record, specifically the Tripp Lite PowerVerter 375-watt inverter (model PV375). Both records mention the same wattage (375 watts), inp",True
27501,sirius fmda25 wired fm modulation relay - fmda25 sirius fmda25 wired fm modulation relay - fmda25/ 2...,203928709,0.8,0.00015599999999999997,"The candidate record ""sirius fm relay kit"" shares the same brand (Sirius) and model (FMDA25) as the query record, indicating they refer to the same product. The term ""relay kit"" suggests it may includ",True
27589,frigidaire professional 24' pld4555rfc built-in stainless steel dishwasher - pld4555ss frigidaire pr...,,0.0,0.0002193,"None of the candidate records match the query record. The query describes a specific model of a Frigidaire built-in dishwasher (PLD4555RFC) with detailed features, while the candidates either refer to",False
27719,lg dlg0452w white xl capacity gas dryer - dlg0452wh lg dlg0452w white xl capacity gas dryer - dlg045...,203379237,1.0,0.00014535,"The candidate record [15] refers to the same model (dlg0452w) as the query record, with matching specifications of 7.3 cu. ft. capacity and 9 drying programs. The descriptions, while slightly differen",True
27729,lg wm0642hw 4.0 cu ft white rear control washer - wm0642hwh lg wm0642hw white rear control washer - ...,203379250,1.0,0.00014805,"The candidate record (6) describes the same model (lg wm0642hw) as the query record, with matching specifications such as the number of washing programs. The descriptions differ slightly, but they ref",True
27739,electrolux oxygen 3 canister hepa h12 filter - el012a electrolux oxygen 3 canister hepa h12 filter -...,204644752,0.9,0.00019785,"The candidate record [1] mentions ""electrolux"" and ""el012a,"" which directly corresponds to the model number in the query record. It also refers to a ""hepa filter,"" which aligns with the query's descri",True
27771,fellowes confetti cut shredder - w11c fellowes confetti cut shredder - w11c/ shreds up to 11 sheets ...,203405815,0.9,0.00024629999999999997,"The candidate record [2] refers to the ""fellowes powershred personal sb-97cs confetti cut shredder,"" which includes ""confetti cut"" in the description, aligning with the query record's mention of ""fell",True
27778,sony lcs-csj black soft carrying case - lcscsj sony lcs-csj black soft carrying case - lcscsj/ compa...,205844282,1.0,0.00023894999999999998,"The candidate record describes the ""sony lcs-csj soft camera case"" which matches the query record's description of the ""sony lcs-csj black soft carrying case."" Both refer to the same model (lcs-csj) a",True
27779,sony lcs-csq/b black soft carrying case - lcscsqb sony lcs-csq/b black soft carrying case - lcscsqb/...,205844283,0.9,0.0002307,"The candidate record [7] describes the ""sony lcs-csq soft cyber-shot camera case"" which closely matches the query record's description of the ""sony lcs-csq/b black soft carrying case."" Both refer to t",True
27783,sony vaio vgp-prsz1 sz series docking station - vgpprsz1 sony vaio vgp-prsz1 sz series docking stati...,,0.0,0.00028605,"None of the candidate records refer to a docking station or the specific model ""vgp-prsz1"" associated with the query record. All candidates are different models of Sony Vaio notebooks or desktops, whi",False
27789,weber genesis e-310 liquid propane black outdoor grill - 3741001 weber genesis e-310 liquid propane ...,204318286,0.9,0.00015450000000000001,"Candidate record 4 refers to the ""weber genesis series e-310"" which matches the model number and brand of the query record. It also mentions ""3 stainless steel burners"" and ""black natural gas,"" which ",True
27793,weber genesis s-310 natural gas stainless steel outdoor grill - 3870001 weber genesis s-310 natural ...,204292473,0.9,0.00015675,"Candidate record [8] refers to the ""weber genesis series s-310 60' freestanding gas grill,"" which matches the model number ""s-310"" from the query record. Both records describe a similar product type (",True
27810,sony progressive scan black dvd player - dvpns57pb sony progressive scan black dvd player - dvpns57p...,204563770,1.0,0.0002613,"The candidate record (16) directly matches the query record in terms of model number (dvpns57pb) and key specifications (progressive scan, mp3 playback, black finish). The descriptions align closely, ",True
27840,lg 14' washer and dryer red pedestal with drawer - wdp3r lg 14' washer and dryer red pedestal with d...,203379249,0.9,0.00016064999999999997,"Candidate record [4] describes the ""lg electronics wdp3 laundry pedestal with drawer"" which matches the query record's mention of ""lg 14' washer and dryer red pedestal with drawer - wdp3r."" The model ",True
27853,lg laundry remote monitor - rlm20k lg laundry remote monitor - rlm20k/ makes it easier to keep tabs ...,202985798,1.0,0.00015629999999999998,"The candidate record [9] ""lg electronics rlm20k remote laundry monitoring system"" directly matches the model number ""rlm20k"" mentioned in the query record. Both records refer to the same product, a re",True
27857,transcend 2gb micro sd memory card - ts2gusd transcend 2gb micro sd secure digital memory card - ts2...,204035273,1.0,0.0001857,"Candidate record [3] describes the same product as the query record, specifically the ""transcend 2gb microsd card"" with the model number ""ts2gusd,"" which matches the model number in the query. The key",True
27920,delonghi magnifica super-automatic espresso/coffee machine - esam3300 delonghi magnifica super-autom...,206725724,1.0,0.00020385,"The candidate record [1] ""delonghi esam3300 esclusivo magnifica super-automatic espresso/coffee machine"" directly matches the query record's model number (esam3300) and product type (super-automatic e",True
27964,lg lrbp1031 white bottom-freezer refrigerator - lrbp1031wh lg lrbp1031w 10 cu. ft. white bottom-free...,,0.0,0.000162,"None of the candidate records refer to a bottom-freezer refrigerator or match the model number (lrbp1031) specified in the query record. The candidates include dishwashers, washing machines, and telev",False
27965,lg titanium bottom-freezer refrigerator - lrbp1031tt lg 10 cu. ft.titanium bottom-freezer refrigerat...,203136103,1.0,0.00014939999999999997,"The candidate record (lg electronics lrbp1031w 10 cu. ft. refrigerator) matches the query record (lg titanium bottom-freezer refrigerator - lrbp1031tt) based on the model number (lrbp1031), which indi",True
27975,belkin f3h982-25 black 25 ft pro series high integrity vga/svga monitor replacement cable - f3h98225...,10360978,1.0,0.00020084999999999998,"The candidate record describes a ""belkin monitor cable - f3h982-25 1 x hd-15 - 1 x hd-15 - 25ft - black,"" which matches the query record's model number (f3h982-25) and length (25 ft) exactly. Both rec",True
27985,yamaha silver usb powered stereo speaker - nxu10sil yamaha nx-u10 silver usb powered stereo speaker ...,204740191,0.9,0.000198,"The candidate record [1] describes the same product as the query record, specifically the ""yamaha nx-u10"" USB powered stereo speaker in silver. The model number ""nx-u10sl"" is a variation of the model ",True
28020,canon fax-jx200 inkjet fax machine - faxjx200 canon fax-jx200 inkjet fax machine - faxjx200/ automat...,,0.0,0.00021209999999999998,"None of the candidate records match the query record, as they all refer to different types of products (primarily digital cameras) and do not share the same model or core product identity as the Canon",False
28033,sony mdr-nc22/blk black noise canceling headphones - mdrnc22 sony mdr-nc22/blk black noise canceling...,,0.0,0.0002922,"None of the candidate records refer to headphones or any audio-related products. All candidates are related to notebooks, desktops, or home theater systems, which do not match the query record for Son",False
28059,sony lcs-twa/r red soft leather carrying case - lcstwar sony lcs-twa/r red soft leather carrying cas...,90148541,0.9,0.00027375,"The candidate record describes a ""sony lcs soft carrying case,"" which is a soft carrying case for digital cameras. The query record specifies a ""sony lcs-twa/r red soft leather carrying case,"" which i",True
28067,pioneer cd-i200 ibus interface cable for ipod - cdi200 pioneer cd-i200 ibus interface cable for ipod...,203922244,1.0,0.00017099999999999998,"The candidate record describes the ""pioneer ibus interface cable for ipod - cd-i200,"" which directly matches the model number and product type in the query record. The descriptions align closely, conf",True
28137,sony infolithium h series standard rechargeable battery pack - npfh70 sony infolithium h series stan...,204254634,1.0,0.00024209999999999998,"The candidate record [2] explicitly mentions ""sony infolithium h-series np-fh70 camcorder battery - npfh70,"" which directly corresponds to the query record's ""sony infolithium h series standard rechar",True
28138,sony np-fh100 infolithium h series standard rechargeable battery pack - npfh100 sony np-fh100 infoli...,204327516,1.0,0.00025499999999999996,"The candidate record describes the ""sony np-fh100 lithium ion camcorder battery,"" which directly matches the query record's ""sony np-fh100 infolithium h series standard rechargeable battery pack - npf",True
28148,lg wm3431w all-in-one white washer and dryer combo - wm3431wh lg wm3431w all-in-one front load white...,203131412,0.9,0.00014309999999999998,"Candidate record 17 describes an ""LG electronics 24' front-load all-in-one washer and dryer"" which closely aligns with the query record's description of an ""LG WM3431W all-in-one white washer and drye",True
28149,lg wm3431hs all-in-one front load titanium washer and dryer combo - wm3431tt lg wm3431hs all-in-one ...,203131412,0.9,0.00013979999999999998,"The candidate record describes an ""lg electronics 24' front-load all-in-one washer and dryer: titanium,"" which closely aligns with the query record's description of an ""lg wm3431hs all-in-one front lo",True
28175,weber genesis e-310 natural gas black outdoor grill - 3841001 weber genesis e-310 natural gas black ...,204318286,1.0,0.0001578,"The candidate record [3] matches the query record perfectly in terms of model number (e-310, 3841001) and key specifications (3 stainless steel burners, black natural gas). The descriptions align clos",True
28180,microsoft office home and student 2007 for windows vista - 79g00007 microsoft office home and studen...,202916534,1.0,0.00025289999999999997,"The candidate record [1] ""microsoft office 2007 home and student - 79g-00007"" matches the query record as it refers to the same product, ""Microsoft Office Home and Student 2007,"" with the same model n",True
28190,weber 3758301 blue genesis ep-320 lp gas grill - 3758301 weber 3758301 blue genesis ep-320 lp gas gr...,208464837,1.0,0.00015585,"Candidate record 4 explicitly matches the query record by name and model, referring to the ""weber genesis ep-320 blue lp gas grill,"" which is the same product as described in the query. The key specif",True
28205,panasonic kx-tg6702b 5.8 ghz fhss gigarange expandable black cordless phone system - kxtg6702b panas...,204419878,1.0,0.0002127,"The candidate record (10) directly matches the query record in terms of model number (kx-tg6702b) and key specifications (5.8 GHz, expandable cordless phone). The descriptions, while slightly differen",True
28225,sony lcs-twa/b black soft leather carrying case - lcstwab sony lcs-twa/b black soft leather carrying...,205592439,1.0,0.00027705,"The candidate record describes the ""sony lcs-twa/b cyber-shot camera case,"" which matches the query record's description of the ""sony lcs-twa/b black soft leather carrying case."" Both refer to the sam",True
28256,sony slv-d380p black dvd vhs combo player - slvd380p sony slv-d380p black dvd vhs combo player - slv...,,0.0,0.0002916,"None of the candidate records refer to a DVD/VHS combo player, which is the core identity of the query record. All candidates are either notebooks, desktops, or home theater systems, which do not matc",False
28272,sony black cyber-shot w series digital camera carrying case - lcscsl sony lcs-csl black cyber-shot w...,90148541,0.9,0.00027539999999999997,"The candidate record describes the ""sony lcs soft carrying case,"" which is a carrying case specifically designed for Sony digital cameras. The query record mentions a ""carrying case"" for the ""cyber-sh",True
28304,fellowes microshred shredder - ms450cs fellowes ms-450cs microshred shredder - ms450cs/ 4.5 gallons ...,203405814,0.9,0.0002199,"The candidate record [1] refers to the ""fellowes microshred ms-450cs shredder,"" which matches the model number ""ms-450cs"" in the query record. Both records describe a Fellowes shredder with similar fu",True
28340,whirlpool white front load washer - wfw9200swh whirlpool duet wfw9200sq white front load washer - wf...,,0.0,0.00020744999999999997,"None of the candidate records match the query record. The query describes a specific model of a Whirlpool front load washer (WFW9200SWH) with detailed features, while the candidates either refer to di",False
28350,panasonic silver dect 6.0 cordless telephone - kxtg1033s panasonic kx-tg1033s silver dect 6.0 cordle...,204206935,1.0,0.00020774999999999998,"The candidate record (14) directly matches the query record in terms of model number (kx-tg1033s) and describes a digital cordless phone with three handsets, which aligns with the features mentioned i",True
28366,sony progressive scan silver dvd player - dvpns57ps sony dvp-ns57p progressive scan silver dvd playe...,204254738,1.0,0.00025574999999999996,"The candidate record [9] explicitly lists the model number ""sony dvpns57p,"" which matches the model number in the query record. Both records describe a ""progressive scan"" DVD player with ""mp3 playback",True
28397,ge pre-amplifier for stereo turntable - av23292 ge pre-amplifier for stereo turntable - av23292/ jus...,203087319,0.9,0.00020865,"The candidate record [1] ""ge pre-amplifier for stereo turntable - 23292"" closely matches the query record, which also refers to a GE pre-amplifier for a stereo turntable with a similar model number (a",True
28433,sony mrw62e/s1/181 17-in-1 external usb memory card reader - mrw62es1181 sony mrw62e/s1/181 17-in-1 ...,203142438,1.0,0.00029445,"The candidate record [1] describes the same product as the query record, specifically the ""sony mrw62e/s1/181 17-in-1 external usb memory card reader."" Both records mention the model number and the ke",True
28500,sony ms-a1gd 1gb memory stick micro (m2) - msa1gd sony ms-a1gd 1gb memory stick micro (m2) - msa1gd/...,,0.0,0.00027509999999999996,"None of the candidate records refer to a memory stick or any related storage device. They all pertain to different types of Sony products, such as home theater systems, desktops, and notebooks, which ",False
28554,olympus ps-bls1 lithium ion rechargeable battery - liionpsbls1 olympus ps-bls1 lithium ion rechargea...,204443417,1.0,0.00020009999999999998,"The candidate record [2] describes the ""Olympus PS-BLS1 lithium ion digital camera battery,"" which directly matches the query record that specifies the same battery model (PS-BLS1) and type (lithium i",True
28650,griffin elevator brushed aluminum laptop stand - 1093curv2 griffin elevator brushed aluminum laptop ...,203131635,0.9,0.00022214999999999998,"The candidate record describes a ""griffin elevator desktop stand for portable laptops - 1093-curv2 aluminum,"" which closely matches the query record for the ""griffin elevator brushed aluminum laptop s",True
28951,escort passport 9500i radar and laser detector - 9500i escort passport 9500i radar and laser detecto...,206722263,0.8,0.00022605,"Candidate record [4] mentions ""escort new radar gps powered - 9500i,"" which closely aligns with the query record's ""escort passport 9500i radar and laser detector."" Both refer to the same model (9500i",True
28963,sirius external home antenna - 14240 sirius external home antenna - 14240/ adjustable design/ durabl...,202106724,0.9,0.0001944,"Candidate record [2] describes the ""sirius outdoor home antenna - 14240,"" which matches the model number and product type of the query record. The query mentions ""sirius external home antenna - 14240,",True
28971,altec lansing inmotion ipod portable audio system - im600usb altec lansing inmotion ipod portable au...,204679144,0.9,0.00022979999999999997,"The candidate record [1] refers to the ""altec lansing inmotion im600 portable audio speaker system - im600,"" which closely matches the query record for the ""altec lansing inmotion ipod portable audio ",True
28978,panasonic stainless steel countertop microwave oven - nnsd377ss panasonic nnsd377s stainless steel c...,204519849,1.0,0.00020355,"The candidate record (20) directly matches the query record in terms of brand (Panasonic), model number (nn-sd377s), capacity (0.8 cu. ft.), and cooking power (800 watts). The descriptions align close",True
28979,panasonic countertop microwave oven in black - nnsn667bk panasonic nn-sn667b countertop microwave ov...,,0.0,0.00020565,"None of the candidate records match the query record, as they all refer to different product categories (e.g., camcorders, home theater systems, telephones) and do not share the same model or specific",False
28980,panasonic stainless steel luxury full size countertop microwave oven - nnsd967ss panasonic stainless...,204559211,1.0,0.000207,"The candidate record (15) directly matches the query record in terms of model number (nnsd967ss) and key specifications (2.2 cu. ft. capacity, stainless steel finish, and features like inverter turbo ",True
28981,panasonic countertop microwave oven in white - nnsn667wh panasonic nn-sn667w countertop microwave ov...,204559214,1.0,0.00019815,"The candidate record describes the same model as the query record, specifically the Panasonic NN-SN667W countertop microwave oven in white. Both records mention the same specifications, including the ",True
28982,panasonic countertop microwave oven in stainless steel - nnsd667ss panasonic nn-sd667s countertop mi...,204559210,0.9,0.0002082,"The candidate record describes the Panasonic NN-SD797S, which is a 1.6 cu. ft. genius prestige inverter stainless steel microwave oven. While the query record refers to the NN-SD667S model, both are c",True
29007,lg dlg2526w white super capacity gas dryer - dlg2526wh lg dlg2526w white super capacity gas dryer - ...,204792885,1.0,0.0001524,"The candidate record [2] describes the same model (lg dlg2526w) as the query record, with matching specifications such as the 7.0 cu. ft. capacity, 5 drying programs, 5 temperature controls, and senso",True
29008,lg wm2016cw 3.6 cu ft white front load washer - wm2016cwh lg wm2016cw 3.6 cu ft white front load was...,204792886,0.9,0.000159,"Candidate record [2] describes the same model (LG WM2016CW) as the query record, with similar specifications such as the capacity (3.5 cu. ft. vs. 3.6 cu. ft.), number of wash programs (5), temperatur",True
29029,canon 580exii speedlite in black - 1946b002 canon 580exii speedlite in black - 1946b002/ newly desig...,,0.0,0.0002142,"The query record refers to a Canon 580EX II Speedlite, which is a flash unit, while all candidate records are for digital cameras. There is no overlap in product type or model, indicating that none of",False
29032,nikon coolpix leather camera case in black - 5811 nikon coolpix leather camera case in black - 5811/...,205145879,0.9,0.000195,"Candidate record 13 describes a ""nikon digital camera leather case"" in black, which closely aligns with the query record that specifies a ""nikon coolpix leather camera case in black."" The model number",True
29072,alpine 2-din dvd/cd/mp3/wma receiver/av head unit - ivaw205 alpine 2-din dvd/cd/mp3/wma receiver/av ...,208456130,0.9,0.0002625,"The candidate record [1] describes the same model (Alpine IVA-W205) as the query record, with similar features such as the 6.5"" display, support for DVD/CD/MP3/WMA, and mentions of the receiver's capa",True
29099,olympus silver digital voice recorder - vn4100pc olympus silver digital voice recorder - vn4100pc/ 1...,204222472,1.0,0.0002145,"The candidate record for the ""olympus vn-4100pc 256mb digital voice recorder"" directly matches the query record's model number (vn-4100pc) and is a digital voice recorder, which aligns perfectly with ",True
29133,samsung dlp tv stand in black - tr72bx samsung dlp tv stand in black - tr72bx/ designed to fit samsu...,,0.0,0.00021075,"The query record describes a Samsung DLP TV stand designed for specific television models, while all candidate records refer to various Samsung cameras and TVs. There is no overlap in product type or ",False
29228,sony black active speaker system - srsa212bk sony black active speaker system - srsa212bk/ designed ...,,0.0,0.0002703,"None of the candidate records refer to an active speaker system. They all describe different types of products, primarily laptops and home theater systems, which do not match the core identity of the ",False
29231,panasonic expandable digital cordless dect 6.0 answering system in silver - kxtg1034s panasonic expa...,204206936,1.0,0.00021089999999999998,"The candidate record [7] describes the same model (kx-tg1034s) as the query record, which is a Panasonic DECT 6.0 cordless phone system with an answering system. The key specifications align, confirmi",True
29238,panasonic expandable digital cordless dect 6.0 handset in silver - kxtga101s panasonic expandable di...,204206936,0.9,0.0002172,"The query record describes a Panasonic DECT 6.0 cordless phone with specific features, including being an expansion handset for the 1000 series phone systems. Candidate record 9 refers to the Panasoni",True
29272,tech craft dark cherry veneto series tv stand - swp60 tech craft dark cherry veneto series tv stand ...,,0.0,0.00023085,"None of the candidate records match the query record. The query specifies a ""tech craft dark cherry veneto series tv stand - swp60,"" which is a specific model with distinct features and color. The can",False
29273,kensington microsaver keyed notebook lock - 64068f kensington microsaver keyed notebook lock - 64068...,202070807,1.0,0.0001887,"The candidate record [2] ""kensington microsaver notebook lock - 64068f steel - 6ft"" matches the query record ""kensington microsaver keyed notebook lock - 64068f"" as they refer to the same product mode",True
29304,haier 13' silver tube tv - htr13 haier 13' silver tube tv - htr13/ built-in atsc/ntsc tuner/ video n...,,0.0,0.00025634999999999997,"None of the candidate records refer to a television or a similar product. The query record specifically describes a Haier 13"" silver tube TV, while all candidate records pertain to unrelated products ",False
29338,sony memory stick usb adaptor - msacus40 sony memory stick usb adaptor - msacus40/ quickly transfer ...,202143947,0.9,0.00023475,"The candidate record describes a ""sony memory stick usb card reader/writer - msacus40,"" which directly matches the model number ""msacus40"" from the query record. Both records pertain to a Sony product",True
29339,panasonic silver rice cooker/warmer - srtmb10 panasonic silver rice cooker/warmer - srtmb10/ 6 menu ...,,0.0,0.00021585,"None of the candidate records match the query record, as they all refer to different product categories (e.g., camcorders, home theater systems, digital cameras) and do not share any relevant specific",False
29392,audiovox 9' lcd drop down tv with built-in dvd - ve927 audiovox 9' lcd drop down tv with built-in dv...,204295637,1.0,0.00020925,"The candidate record [1] describes the same product as the query record, specifically the Audiovox VE927 9' LCD drop-down TV with built-in DVD. Both records mention the brand (Audiovox), model number ",True
29464,sony clip-on black headphones - mdrq68lw sony clip-on black headphones - mdrq68lw/ lightweight and t...,,0.0,0.0002733,"None of the candidate records refer to headphones or any similar audio accessory. All candidates are related to home theater systems, desktops, or notebooks, which do not match the core product identi",False
29493,netgear prosafe 24-port smart switch - gs724tp netgear prosafe 24-port smart switch - gs724tp/ 24 10...,204549804,1.0,0.0002199,"Candidate record [2] refers to the same model as the query record (Netgear ProSafe GS724TP) and includes key specifications such as the number of ports (24) and support for Power over Ethernet (PoE), ",True
29574,panasonic nnsd767s stainless steel countertop microwave oven - nnsd767ss panasonic nnsd767s stainles...,204559209,1.0,0.00019935000000000002,"The candidate record [8] directly matches the query record in terms of model number (nnsd767s), product type (countertop microwave oven), and key specifications (1.6 cu. ft. capacity, stainless steel ",True
29612,sharp over the counter white microwave oven - r1211wh sharp over the counter white microwave oven - ...,205106045,0.9,0.00022889999999999998,"The candidate record describes a ""sharp 1100 watt over the counter microwave,"" which aligns closely with the query record's description of a ""sharp over the counter white microwave oven"" with 1100 wat",True
29677,monster ifreeplay cordless headphones for ipod shuffle - aishhphone monster ifreeplay cordless headp...,204884519,0.9,0.00023009999999999998,"The candidate record [1] describes ""monster cable ifreeplay cordless headphone,"" which closely matches the query record for ""monster ifreeplay cordless headphones for ipod shuffle."" Both records refer",True
29758,canon black ink cartridge - pg50 canon black ink cartridge - pg50/ pigment ink formulation for long ...,201692695,1.0,0.00020429999999999998,"The candidate record [9] explicitly matches the query record as it describes the same product, a ""canon black ink cartridge,"" with the same model number and relevant details about the ink type. The de",True
29806,panasonic white integrated telephone system - kxts600w panasonic white integrated telephone system -...,202755491,1.0,0.00019815,"The candidate record describes the ""panasonic kx-ts600w basic telephone,"" which matches the model number ""kx-ts600w"" in the query record. Both records refer to the same product, a basic telephone from",True
29816,sony hd radio add on tuner - xt100hd sony hd radio add on tuner - xt100hd/ high-fidelity fm/am digit...,,0.0,0.00028815,"None of the candidate records refer to a product that matches the query record, which is specifically about the ""Sony HD Radio Add On Tuner - XT100HD."" All candidate records pertain to different types",False
29820,linksys wireless n access point - wap4400n linksys wireless n access point - wap4400n/ full backward...,202882380,0.9,0.00013304999999999998,"Candidate record [1] refers to the same model (WAP4400N) as the query record and includes key specifications such as ""wireless-n access point"" and ""power over ethernet."" The slight differences in word",True
29823,lg dle2516w white super capacity electric dryer - dle2516wh lg dle2516w white super capacity electri...,204792884,1.0,0.00014895,"The candidate record (17) directly matches the query record in terms of model number (dle2516w) and product type (electric dryer). Both records specify the same brand (LG) and model, confirming they r",True
29825,lg dle3733w white xl capacity electric dryer - dle3733wh lg dle3733w white xl capacity electric drye...,205985716,1.0,0.0001458,"The candidate record describes an ""lg 27' front-load electric dryer with 7.3 cu. ft. capacity,"" which matches the query record's specifications of an ""lg dle3733w white xl capacity electric dryer"" wit",True
29827,lg pearl gray xl capacity electric dryer - dle5955g lg pearl gray xl capacity electric dryer - dle59...,205985716,1.0,0.00013815,"Candidate record 17 describes an ""lg 27' front-load electric dryer with 7.3 cu. ft. capacity,"" which matches the query record's specifications of an ""lg pearl gray xl capacity electric dryer"" with a c",True
29829,lg dle5955w white xl capacity electric dryer - dle5955wh lg dle5955w white xl capacity electric drye...,205664966,1.0,0.00013455,"The candidate record ""lg xl capacity electric dryer"" directly matches the core product identity of the query record, which is also an ""lg xl capacity electric dryer."" The model number and specific fea",True
29861,lg lsc21943st stainless steel side by side refrigerator - lsc21943ss lg lsc21943st stainless steel s...,204792876,1.0,0.0001488,"The candidate record [2] describes the same model (LG LSC21943ST) as the query record, including key specifications such as the 21.0 cu. ft. capacity and digital LED display. The core product identity",True
29865,lg wm2233w 4.0 cu ft white front load washer - wm2233wh lg wm2233w 4.0 cu ft white front load washer...,205664973,0.9,0.00013845,"Candidate record 15 describes an ""lg 4.0 cu. ft. capacity front load washer w/ sanitary cycle,"" which closely matches the query record's specifications, including the capacity and the presence of a sa",True
29866,lg wm2455hg 4.2 cu ft pearl gray front load washer - wm2455g lg wm2455hg 4.2 cu ft pearl gray front ...,205664973,0.9,0.0001524,"Candidate record 12 describes an LG front load washer with a capacity of 4.0 cu. ft. and includes a sanitary cycle, which aligns closely with the query record's description of an LG front load washer ",True
29880,haier 20' atsc color tube television - htr20 haier 20' atsc color tube television - htr20/ video noi...,,0.0,0.00024329999999999998,"None of the candidate records match the query record, which describes a Haier 20"" ATSC color tube television. The candidate records consist of various digital cameras, home theater systems, and deskto",False
29892,maytag med5900tw white electric dryer - med5900twh maytag med5900tw white electric dryer - med5900tw...,,0.0,0.0002451,"None of the candidate records refer to a Maytag electric dryer or any related appliance. The candidates include various unrelated products such as microwaves, dishwashers, cameras, and laptops, which ",False
